property_id,property_name_en,property_name_zh,typology_code,typology_label,label_status,baseline_final_status,current_status,final_label_status_after_critical_review,confidence_band,confidence_score,criteria_used,criteria_evidence_summary,brief_synthesis_evidence_summary,phase1d_metadata_evidence,ftg_theme_evidence,ftg_chrono_evidence,typology_specific_rationale,why_core_or_probable_or_candidate,false_positive_check,contradictory_evidence_summary,human_anchor_used,negative_anchor_rule_used,boundary_case_rule_used,critical_review_result,critical_review_reason,review_queue_reason,non_main_signal_type,research_note,phase2b_5_user_decision_verbatim,phase2b_5_user_note,phase2b_6_previous_status,phase2b_6_rule_version,phase2b_6_change_source,phase2b_7_previous_status,phase2b_7_rule_version,phase2b_7_change_source,phase2b_7_user_decision_verbatim,phase2b_7_user_note,phase2b_8b_previous_status,phase2b_8b_rule_version,phase2b_8b_change_source,phase2b_8b_user_decision_verbatim,phase2b_8b_user_note,t13_fit_class,t13_main_fit_sensitivity,iteration_last_changed,rule_version,codebook_version,phase2b_2_rule_version,phase2b_4_previous_status,phase2b_4_rule_version,phase2b_5_previous_status,phase2b_5_rule_version,phase2b_5_change_source
1016,Historical Centre of the City of Arequipa,阿雷基帕城历史中心,T09_MILITARY,Military properties,probable_label,candidate_label,candidate_label,candidate_label,medium,0.63,iv,criteria iv intersects with rule signals for T09_MILITARY; criteria_txt=(i)(iv),brief-synthesis text cues: wall | criteria signal: iv,Article1=Group of Buildings,theme cues: wall,none_identified,label-specific OUV proxy terms found: wall | criteria-aware gate supported by criteria iv,"secondary, generic, or boundary evidence preserved outside main diagnostics",passed,none_identified,none,none,none,downgraded_to_candidate,T09 wall/conflict wording appears incidental or background,T09 wall/conflict wording appears incidental or background; high-risk typology; T09 wall/conflict wording appears incidental or background,candidate_label,,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
1022,Tombs of Buganda Kings at Kasubi,巴干达国王们的卡苏比陵,T07_RELIGIOUS,Religious properties,candidate_label,candidate_label,candidate_label,candidate_label,low,0.42,iii; iv; vi,"criteria iii, iv, vi intersects with rule signals for T07_RELIGIOUS; criteria_txt=(i)(iii)(iv)(vi)","criteria signal: iii, iv, vi",Article1=Site,"theme cues: religious, church, temple, mosque, synagogue",none_identified,"criteria-aware gate supported by criteria iii, iv, vi","secondary, generic, or boundary evidence preserved outside main diagnostics",candidate_only_not_counted,"evidence is secondary, generic, or not central enough for main diagnostics",none,none,none,not_applicable,critical pass applies only to core/probable labels,,candidate_label,,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
1026,Val d'Orcia,瓦尔•迪奥西亚公园文化景观,T04_HISTORIC_BUILDINGS_ENSEMBLES,Historic buildings and ensembles,probable_label,probable_label,candidate_label,candidate_label,medium,0.57,iv,criteria iv intersects with rule signals for T04_HISTORIC_BUILDINGS_ENSEMBLES; criteria_txt=(iv)(vi),brief-synthesis text cues: villa | criteria signal: iv,Article1=Site,none_identified,none_identified,label-specific OUV proxy terms found: villa | criteria-aware gate supported by criteria iv,strong but not definitive OUV-relevant typology evidence,passed,none_identified,none,none,none,phase2b_2_adjusted,Downgraded to reduce over-complex main typology profile; evidence remains as candidate signal.,Downgraded to reduce over-complex main typology profile; evidence remains as candidate signal.,candidate_label,Downgraded to reduce over-complex main typology profile; evidence remains as candidate signal.,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,5,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
1026,Val d'Orcia,瓦尔•迪奥西亚公园文化景观,T05_SETTLEMENTS,Urban and rural settlements / historic towns and villages,core_label,candidate_label,candidate_label,candidate_label,high,0.8,iv,criteria iv intersects with rule signals for T05_SETTLEMENTS; criteria_txt=(iv)(vi),"brief-synthesis text cues: city, village, villages, settlement | criteria signal: iv",Article1=Site,none_identified,none_identified,"label-specific OUV proxy terms found: city, village, villages, settlement | criteria-aware gate supported by criteria iv","secondary, generic, or boundary evidence preserved outside main diagnostics",passed,none_identified,none,none,none,downgraded_to_candidate,"T05 requires settlement-scale property character, not location inside a city","T05 requires settlement-scale property character, not location inside a city; high-risk typology; T05 requires settlement-scale property character, not location inside a city",candidate_label,,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
1026,Val d'Orcia,瓦尔•迪奥西亚公园文化景观,T09_MILITARY,Military properties,probable_label,candidate_label,candidate_label,candidate_label,medium,0.57,iv,criteria iv intersects with rule signals for T09_MILITARY; criteria_txt=(iv)(vi),brief-synthesis text cues: fortified | criteria signal: iv,Article1=Site,none_identified,none_identified,label-specific OUV proxy terms found: fortified | criteria-aware gate supported by criteria iv,strong but not definitive OUV-relevant typology evidence,passed,none_identified,none,none,none,downgraded_to_candidate,property-level Phase 2B under-assignment cap: plausible but less central than stronger labels,main label downgraded by property-level cap; high-risk typology; property-level Phase 2B under-assignment cap: plausible but less central than stronger labels,candidate_label,,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
1028,Saltaire,索尔泰尔,T05_SETTLEMENTS,Urban and rural settlements / historic towns and villages,probable_label,candidate_label,candidate_label,candidate_label,medium,0.62,ii; iv,"criteria ii, iv intersects with rule signals for T05_SETTLEMENTS; criteria_txt=(ii)(iv)","brief-synthesis text cues: village, urban | criteria signal: ii, iv",Article1=Group of Buildings,none_identified,none_identified,"label-specific OUV proxy terms found: village, urban | criteria-aware gate supported by criteria ii, iv","secondary, generic, or boundary evidence preserved outside main diagnostics",passed,none_identified,none,none,none,downgraded_to_candidate,"T05 requires settlement-scale property character, not location inside a city; Phase 2B.7 user-reviewed shortlist decision applied: user explicitly kept current shortlist typology as candidate.","T05 requires settlement-scale property character, not location inside a city; high-risk typology; T05 requires settlement-scale property character, not location inside a city; Phase 2B.7 user-reviewed shortlist decision applied: user explicitly kept current shortlist typology as candidate.",candidate_label,Phase 2B.7 user-reviewed shortlist decision applied: user explicitly kept current shortlist typology as candidate.,,,candidate_label,,,candidate_label,phase2b_7_user_review_and_obvious_miss_audit_v1.0,user_reviewed_shortlist,保持为 Candidate,这种新兴工业城镇是否符合 Settlement 的定义？,candidate_label,,,,,,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
1030,Derwent Valley Mills,德文特河谷工业区,T10_CULTURAL_LANDSCAPES_PARKS_GARDENS,"Cultural landscapes, parks and gardens",probable_label,candidate_label,candidate_label,candidate_label,medium,0.65,ii; iv,"criteria ii, iv intersects with rule signals for T10_CULTURAL_LANDSCAPES_PARKS_GARDENS; criteria_txt=(ii)(iv)","brief-synthesis text cues: landscape | criteria signal: ii, iv",Article1=Groups of Buildings; cultural_landscape_flag=false; serial_candidate=false,"theme cues: cultural landscape, landscape",none_identified,"label-specific OUV proxy terms found: landscape | criteria-aware gate supported by criteria ii, iv","secondary, generic, or boundary evidence preserved outside main diagnostics",passed,none_identified,none,none,none,downgraded_to_candidate,T10 requires formal landscape/garden/park or central landscape value,T10 requires formal landscape/garden/park or central landscape value; T10 requires formal landscape/garden/park or central landscape value,candidate_label,,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
1030,Derwent Valley Mills,德文特河谷工业区,T14_MODERN,Modern heritage,probable_label,probable_label,candidate_label,candidate_label,medium,0.57,ii; iv,"criteria ii, iv intersects with rule signals for T14_MODERN; criteria_txt=(ii)(iv)","brief-synthesis text cues: modern | criteria signal: ii, iv",Article1=Groups of Buildings; serial_candidate=false,none_identified,none_identified,"label-specific OUV proxy terms found: modern | criteria-aware gate supported by criteria ii, iv",strong but not definitive OUV-relevant typology evidence,passed,none_identified,none,none,none,phase2b_2_adjusted,T14 downgraded: modern period is incidental; modern architecture/movement/planning is not central.,T14 downgraded: modern period is incidental; modern architecture/movement/planning is not central.,candidate_label,T14 downgraded: modern period is incidental; modern architecture/movement/planning is not central.,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,1,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
1033,Historic Centre of Vienna,维也纳历史中心,T09_MILITARY,Military properties,probable_label,candidate_label,candidate_label,candidate_label,medium,0.57,iv,criteria iv intersects with rule signals for T09_MILITARY; criteria_txt=(ii)(iv)(vi),brief-synthesis text cues: castle | criteria signal: iv,Article1=Site,none_identified,none_identified,label-specific OUV proxy terms found: castle | criteria-aware gate supported by criteria iv,"secondary, generic, or boundary evidence preserved outside main diagnostics",passed,none_identified,none,none,none,downgraded_to_candidate,T09 wall/conflict wording appears incidental or background,T09 wall/conflict wording appears incidental or background; high-risk typology; T09 wall/conflict wording appears incidental or background,candidate_label,,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
1039,Yungang Grottoes,云岗石窟,T04_HISTORIC_BUILDINGS_ENSEMBLES,Historic buildings and ensembles,candidate_label,candidate_label,candidate_label,candidate_label,low,0.36,i; ii; iv,"criteria i, ii, iv intersects with rule signals for T04_HISTORIC_BUILDINGS_ENSEMBLES; criteria_txt=(i)(ii)(iii)(iv)","criteria signal: i, ii, iv",Article1=Site,"theme cues: building, buildings, monument, monuments, palace",none_identified,"criteria-aware gate supported by criteria i, ii, iv","secondary, generic, or boundary evidence preserved outside main diagnostics",candidate_only_not_counted,"evidence is secondary, generic, or not central enough for main diagnostics",none,none,none,not_applicable,critical pass applies only to core/probable labels,,candidate_label,,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
1039,Yungang Grottoes,云岗石窟,T05_SETTLEMENTS,Urban and rural settlements / historic towns and villages,probable_label,candidate_label,candidate_label,candidate_label,medium,0.57,ii; iv,"criteria ii, iv intersects with rule signals for T05_SETTLEMENTS; criteria_txt=(i)(ii)(iii)(iv)","brief-synthesis text cues: city | criteria signal: ii, iv",Article1=Site,none_identified,none_identified,"label-specific OUV proxy terms found: city | criteria-aware gate supported by criteria ii, iv","secondary, generic, or boundary evidence preserved outside main diagnostics",passed,none_identified,none,none,none,downgraded_to_candidate,"T05 requires settlement-scale property character, not location inside a city","T05 requires settlement-scale property character, not location inside a city; high-risk typology; T05 requires settlement-scale property character, not location inside a city",candidate_label,,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
1040,Masada,马萨达,T13_SYMBOLIC_MEMORIAL,Symbolic properties and memorials,probable_label,probable_label,candidate_label,candidate_label,medium,0.67,iii; iv; vi,"criteria iii, iv, vi intersects with rule signals for T13_SYMBOLIC_MEMORIAL; criteria_txt=(iii)(iv)(vi)","brief-synthesis text cues: symbol | criteria signal: iii, iv, vi",Article1=Site,"theme cues: memorial, associations, cult",none_identified,"label-specific OUV proxy terms found: symbol | criteria-aware gate supported by criteria iii, iv, vi",strong but not definitive OUV-relevant typology evidence,passed,none_identified,none,none,none,phase2b_2_adjusted,T13_SYMBOLIC_MEMORIAL downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,high-risk typology; T13_SYMBOLIC_MEMORIAL downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,candidate_label,T13_SYMBOLIC_MEMORIAL downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,strong_cultural_symbolic_hint,high,4,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
1042,Old City of Acre,阿克古城,T01_ARCHAEOLOGICAL,Archaeological heritage,probable_label,candidate_label,candidate_label,candidate_label,medium,0.63,iii,criteria iii intersects with rule signals for T01_ARCHAEOLOGICAL; criteria_txt=(ii)(iii)(v),brief-synthesis text cues: remains | criteria signal: iii,Article1=Group of Buildings,theme cues: site,none_identified,label-specific OUV proxy terms found: remains | criteria-aware gate supported by criteria iii,"secondary, generic, or boundary evidence preserved outside main diagnostics",passed,none_identified,none,none,none,downgraded_to_candidate,living historic city evidence is not enough for T01,living historic city evidence is not enough for T01; high-risk typology; living historic city evidence is not enough for T01,candidate_label,,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
1042,Old City of Acre,阿克古城,T09_MILITARY,Military properties,candidate_label,candidate_label,candidate_label,candidate_label,medium,0.57,,no relevant criteria signal identified for T09_MILITARY; criteria_txt=(ii)(iii)(v),"brief-synthesis text cues: fortified, citadel, wall",Article1=Group of Buildings,"theme cues: military, fortified",none_identified,"label-specific OUV proxy terms found: fortified, citadel, wall","secondary, generic, or boundary evidence preserved outside main diagnostics",candidate_only_not_counted,"evidence is secondary, generic, or not central enough for main diagnostics",none,none,none,not_applicable,critical pass applies only to core/probable labels,high-risk typology,candidate_label,,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
1044,Aranjuez Cultural Landscape,阿兰胡埃斯文化景观,T05_SETTLEMENTS,Urban and rural settlements / historic towns and villages,probable_label,candidate_label,candidate_label,candidate_label,medium,0.57,ii; iv,"criteria ii, iv intersects with rule signals for T05_SETTLEMENTS; criteria_txt=(ii)(iv)","brief-synthesis text cues: urban | criteria signal: ii, iv",Article1=Cultural Landscape,none_identified,none_identified,"label-specific OUV proxy terms found: urban | criteria-aware gate supported by criteria ii, iv","secondary, generic, or boundary evidence preserved outside main diagnostics",passed,none_identified,none,none,none,downgraded_to_candidate,"T05 requires settlement-scale property character, not location inside a city","T05 requires settlement-scale property character, not location inside a city; high-risk typology; T05 requires settlement-scale property character, not location inside a city",candidate_label,,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
1052,Tugendhat Villa in Brno,布尔诺的图根哈特别墅,T13_SYMBOLIC_MEMORIAL,Symbolic properties and memorials,probable_label,probable_label,candidate_label,candidate_label,medium,0.65,ii; iv,"criteria ii, iv intersects with rule signals for T13_SYMBOLIC_MEMORIAL; criteria_txt=(ii)(iv)","brief-synthesis text cues: national | criteria signal: ii, iv",Article1=Groups of Buildings,"theme cues: associations, cult",none_identified,"label-specific OUV proxy terms found: national | criteria-aware gate supported by criteria ii, iv",strong but not definitive OUV-relevant typology evidence,passed,none_identified,none,none,none,phase2b_2_adjusted,T13_SYMBOLIC_MEMORIAL downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,high-risk typology; T13_SYMBOLIC_MEMORIAL downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,candidate_label,T13_SYMBOLIC_MEMORIAL downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,political_idea_or_identity_site,medium,4,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
1054,Churches of Peace in Jawor and Świdnica,扎沃尔和思维得尼加的和平教堂,T13_SYMBOLIC_MEMORIAL,Symbolic properties and memorials,probable_label,probable_label,candidate_label,candidate_label,medium,0.67,iii; iv; vi,"criteria iii, iv, vi intersects with rule signals for T13_SYMBOLIC_MEMORIAL; criteria_txt=(iii)(iv)(vi)","brief-synthesis text cues: freedom | criteria signal: iii, iv, vi",Article1=Group of Buildings,"theme cues: memorial, commemorative, identity, associations, cult",none_identified,"label-specific OUV proxy terms found: freedom | criteria-aware gate supported by criteria iii, iv, vi",strong but not definitive OUV-relevant typology evidence,passed,none_identified,none,none,none,phase2b_2_adjusted,T13_SYMBOLIC_MEMORIAL downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,high-risk typology; T13_SYMBOLIC_MEMORIAL downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,candidate_label,T13_SYMBOLIC_MEMORIAL downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,event_or_memory_site,medium,4,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
1063,Tokaj Wine Region Historic Cultural Landscape,托卡伊葡萄酒产地历史文化景观,T04_HISTORIC_BUILDINGS_ENSEMBLES,Historic buildings and ensembles,candidate_label,candidate_label,candidate_label,candidate_label,low,0.49,,no relevant criteria signal identified for T04_HISTORIC_BUILDINGS_ENSEMBLES; criteria_txt=(iii)(v),brief-synthesis text cues: villa,Article1=Site,"theme cues: architecture, building, buildings, monument, monuments",none_identified,label-specific OUV proxy terms found: villa,"secondary, generic, or boundary evidence preserved outside main diagnostics",candidate_only_not_counted,"evidence is secondary, generic, or not central enough for main diagnostics",none,none,none,not_applicable,critical pass applies only to core/probable labels,,candidate_label,,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
1066,Upper Middle Rhine Valley,莱茵河中上游河谷,T09_MILITARY,Military properties,probable_label,candidate_label,candidate_label,candidate_label,medium,0.67,iv,criteria iv intersects with rule signals for T09_MILITARY; criteria_txt=(ii)(iv)(v),brief-synthesis text cues: castle | criteria signal: iv,Article1=Site,"theme cues: military, fortified, castle",none_identified,label-specific OUV proxy terms found: castle | criteria-aware gate supported by criteria iv,"secondary, generic, or boundary evidence preserved outside main diagnostics",passed,none_identified,none,none,none,downgraded_to_candidate,T09 wall/conflict wording appears incidental or background,T09 wall/conflict wording appears incidental or background; high-risk typology; T09 wall/conflict wording appears incidental or background,candidate_label,,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
1068,Sacri Monti of Piedmont and Lombardy,皮埃蒙特及伦巴第圣山,T02_ROCK_ART,Rock-art sites,candidate_label,candidate_label,candidate_label,candidate_label,low,0.47,,no relevant criteria signal identified for T02_ROCK_ART; criteria_txt=(ii)(iv),brief-synthesis text cues: wall paintings,Article1=Cultural Landscape; serial_candidate=true,none_identified,none_identified,label-specific OUV proxy terms found: wall paintings,"secondary, generic, or boundary evidence preserved outside main diagnostics",candidate_only_not_counted,"evidence is secondary, generic, or not central enough for main diagnostics",none,none,none,not_applicable,critical pass applies only to core/probable labels,high-risk typology,candidate_label,,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
1068,Sacri Monti of Piedmont and Lombardy,皮埃蒙特及伦巴第圣山,T09_MILITARY,Military properties,probable_label,candidate_label,candidate_label,candidate_label,medium,0.57,iv,criteria iv intersects with rule signals for T09_MILITARY; criteria_txt=(ii)(iv),brief-synthesis text cues: wall | criteria signal: iv,Article1=Cultural Landscape; serial_candidate=true,none_identified,none_identified,label-specific OUV proxy terms found: wall | criteria-aware gate supported by criteria iv,"secondary, generic, or boundary evidence preserved outside main diagnostics",passed,none_identified,none,none,none,downgraded_to_candidate,T09 wall/conflict wording appears incidental or background,T09 wall/conflict wording appears incidental or background; high-risk typology; T09 wall/conflict wording appears incidental or background,candidate_label,,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
1068,Sacri Monti of Piedmont and Lombardy,皮埃蒙特及伦巴第圣山,T13_SYMBOLIC_MEMORIAL,Symbolic properties and memorials,probable_label,probable_label,candidate_label,candidate_label,medium,0.77,ii; iv,"criteria ii, iv intersects with rule signals for T13_SYMBOLIC_MEMORIAL; criteria_txt=(ii)(iv)","brief-synthesis text cues: symbol, symbolic, sacred | criteria signal: ii, iv",Article1=Cultural Landscape; serial_candidate=true,"theme cues: memorial, commemorative, cult",none_identified,"label-specific OUV proxy terms found: symbol, symbolic, sacred | criteria-aware gate supported by criteria ii, iv",strong but not definitive OUV-relevant typology evidence,passed,none_identified,none,none,none,phase2b_4_adjusted,Phase 2B.4 user_review_decision: downgrade_to_candidate,high-risk typology; Phase 2B.4 user_review_decision: downgrade_to_candidate,candidate_label,,downgrade_to_candidate,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,religious_or_sacred_association_only,high,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,probable_label,phase2b_4_user_review_and_residual_scan_v1.0,candidate_label,,
1073,Gebel Barkal and the Sites of the Napatan Region,博尔戈尔山和纳巴塔地区,T12_BURIAL,Burial monuments and sites,probable_label,candidate_label,candidate_label,candidate_label,medium,0.7,i; iii; iv; vi,"criteria i, iii, iv, vi intersects with rule signals for T12_BURIAL; criteria_txt=(i)(ii)(iii)(iv)(vi)","brief-synthesis text cues: tomb, tombs | criteria signal: i, iii, iv, vi",Article1=Site; serial_candidate=true,"theme cues: cemeteries, necropolis",none_identified,"label-specific OUV proxy terms found: tomb, tombs | criteria-aware gate supported by criteria i, iii, iv, vi",strong but not definitive OUV-relevant typology evidence,passed,none_identified,none,none,none,downgraded_to_candidate,property-level Phase 2B under-assignment cap: plausible but less central than stronger labels,main label downgraded by property-level cap; high-risk typology; property-level Phase 2B under-assignment cap: plausible but less central than stronger labels,candidate_label,,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
1073,Gebel Barkal and the Sites of the Napatan Region,博尔戈尔山和纳巴塔地区,T13_SYMBOLIC_MEMORIAL,Symbolic properties and memorials,probable_label,probable_label,candidate_label,candidate_label,medium,0.71,i; ii; iii; iv; vi,"criteria i, ii, iii, iv, vi intersects with rule signals for T13_SYMBOLIC_MEMORIAL; criteria_txt=(i)(ii)(iii)(iv)(vi)","brief-synthesis text cues: sacred | criteria signal: i, ii, iii, iv, vi",Article1=Site; serial_candidate=true,theme cues: sacred,chrono cues: cult,"label-specific OUV proxy terms found: sacred | criteria-aware gate supported by criteria i, ii, iii, iv, vi",strong but not definitive OUV-relevant typology evidence,passed,none_identified,none,none,none,phase2b_2_adjusted,T13_SYMBOLIC_MEMORIAL downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,high-risk typology; T13_SYMBOLIC_MEMORIAL downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,candidate_label,T13_SYMBOLIC_MEMORIAL downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,religious_or_sacred_association_only,high,4,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
1077,Takht-e Soleyman,塔赫特苏莱曼,T13_SYMBOLIC_MEMORIAL,Symbolic properties and memorials,probable_label,probable_label,candidate_label,candidate_label,medium,0.72,i; ii; iii; iv; vi,"criteria i, ii, iii, iv, vi intersects with rule signals for T13_SYMBOLIC_MEMORIAL; criteria_txt=(i)(ii)(iii)(iv)(vi)","brief-synthesis text cues: symbol, symbolic | criteria signal: i, ii, iii, iv, vi",Article1=Site,"theme cues: memorial, commemorative, sacred",none_identified,"label-specific OUV proxy terms found: symbol, symbolic | criteria-aware gate supported by criteria i, ii, iii, iv, vi",strong but not definitive OUV-relevant typology evidence,passed,none_identified,none,none,none,phase2b_2_adjusted,T13_SYMBOLIC_MEMORIAL downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,high-risk typology; T13_SYMBOLIC_MEMORIAL downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,candidate_label,T13_SYMBOLIC_MEMORIAL downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,strong_cultural_symbolic_hint,high,4,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
1079,Franciscan Missions in the Sierra Gorda of Querétaro,克雷塔罗的谢拉戈达圣方济会修道院,T05_SETTLEMENTS,Urban and rural settlements / historic towns and villages,probable_label,candidate_label,candidate_label,candidate_label,medium,0.57,ii,criteria ii intersects with rule signals for T05_SETTLEMENTS; criteria_txt=(ii)(iii),brief-synthesis text cues: settlement | criteria signal: ii,Article1=Group of Buildings,none_identified,none_identified,label-specific OUV proxy terms found: settlement | criteria-aware gate supported by criteria ii,"secondary, generic, or boundary evidence preserved outside main diagnostics",passed,none_identified,none,none,none,downgraded_to_candidate,"T05 requires settlement-scale property character, not location inside a city","T05 requires settlement-scale property character, not location inside a city; high-risk typology; T05 requires settlement-scale property character, not location inside a city",candidate_label,,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
