property_id,whc_official_url,property_name_en,property_name_zh,inscription_year,region_en,states_name_en,whc_category,core_typology_codes,probable_typology_codes,candidate_typology_codes,main_typology_count,candidate_typology_count,needs_review_count,review_priority,notes
885,https://whc.unesco.org/en/list/885,Historic Centre of Shakhrisyabz,沙赫利苏伯兹历史中心,2000,Asia and the Pacific,Uzbekistan,C,,T04_HISTORIC_BUILDINGS_ENSEMBLES; T05_SETTLEMENTS,,2,0,0,low,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
886,https://whc.unesco.org/en/list/886,State Historical and Cultural Park “Ancient Merv”,梅尔夫历史与文化公园,1999,Asia and the Pacific,Turkmenistan,C,,T01_ARCHAEOLOGICAL; T04_HISTORIC_BUILDINGS_ENSEMBLES; T10_CULTURAL_LANDSCAPES_PARKS_GARDENS,T11_CULTURAL_ROUTES,3,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
890,https://whc.unesco.org/en/list/890,Historic Centre of the Town of Diamantina,蒂阿曼蒂那城历史中心,1999,Latin America and the Caribbean,Brazil,C,T05_SETTLEMENTS,T04_HISTORIC_BUILDINGS_ENSEMBLES,,2,0,0,low,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
895,https://whc.unesco.org/en/list/895,Historic Fortified Town of Campeche,坎佩切历史要塞城,1999,Latin America and the Caribbean,Mexico,C,,T05_SETTLEMENTS; T09_MILITARY,,2,0,0,low,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
896,https://whc.unesco.org/en/list/896,"Museumsinsel (Museum Island), Berlin",柏林的博物馆岛,1999,Europe and North America,Germany,C,T04_HISTORIC_BUILDINGS_ENSEMBLES,T14_MODERN,T13_SYMBOLIC_MEMORIAL,2,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
897,https://whc.unesco.org/en/list/897,Wartburg Castle,瓦尔特堡城堡,1999,Europe and North America,Germany,C,,T04_HISTORIC_BUILDINGS_ENSEMBLES,T09_MILITARY,1,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
899,https://whc.unesco.org/en/list/899,Droogmakerij de Beemster (Beemster Polder),比姆斯特迂田,1999,Europe and North America,Netherlands (Kingdom of the),C,,T05_SETTLEMENTS; T08_AGRI_INDUSTRIAL_TECH,T04_HISTORIC_BUILDINGS_ENSEMBLES; T10_CULTURAL_LANDSCAPES_PARKS_GARDENS; T11_CULTURAL_ROUTES,2,3,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
901,https://whc.unesco.org/en/list/901,Litomyšl Castle,利托米什尔城堡,1999,Europe and North America,Czechia,C,,T04_HISTORIC_BUILDINGS_ENSEMBLES,T09_MILITARY,1,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
902,https://whc.unesco.org/en/list/902,Historic Centre of Sighişoara,锡吉什瓦拉历史中心,1999,Europe and North America,Romania,C,,T05_SETTLEMENTS,T09_MILITARY,1,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
904,https://whc.unesco.org/en/list/904,Wooden Churches of Maramureş,马拉暮莱斯的木结构教堂,1999,Europe and North America,Romania,C,T04_HISTORIC_BUILDINGS_ENSEMBLES,T06_VERNACULAR; T07_RELIGIOUS; T10_CULTURAL_LANDSCAPES_PARKS_GARDENS,,4,0,0,high,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
905,https://whc.unesco.org/en/list/905,Kalwaria Zebrzydowska: the Mannerist Architectural and Park Landscape Complex and Pilgrimage Park,卡瓦利泽布日多夫斯津：自成一家的建筑景观朝圣园,1999,Europe and North America,Poland,C,T07_RELIGIOUS; T10_CULTURAL_LANDSCAPES_PARKS_GARDENS,T04_HISTORIC_BUILDINGS_ENSEMBLES,T13_SYMBOLIC_MEMORIAL,3,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
906,https://whc.unesco.org/en/list/906,Dacian Fortresses of the Orastie Mountains,奥拉斯迪山的达亚恩城堡,1999,Europe and North America,Romania,C,,T01_ARCHAEOLOGICAL; T04_HISTORIC_BUILDINGS_ENSEMBLES; T07_RELIGIOUS; T09_MILITARY,T13_SYMBOLIC_MEMORIAL,4,1,0,high,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
907,https://whc.unesco.org/en/list/907,Villa Adriana (Tivoli),提沃利的阿德利阿纳村庄,1999,Europe and North America,Italy,C,T01_ARCHAEOLOGICAL; T04_HISTORIC_BUILDINGS_ENSEMBLES,,T05_SETTLEMENTS,2,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
910,https://whc.unesco.org/en/list/910,Brimstone Hill Fortress National Park,硫磺石山要塞国家公园,1999,Latin America and the Caribbean,Saint Kitts and Nevis,C,,T04_HISTORIC_BUILDINGS_ENSEMBLES; T09_MILITARY; T10_CULTURAL_LANDSCAPES_PARKS_GARDENS,T13_SYMBOLIC_MEMORIAL,3,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
911,https://whc.unesco.org/en/list/911,Mount Wuyi,武夷山,1999,Asia and the Pacific,China,C/N,T01_ARCHAEOLOGICAL,T07_RELIGIOUS,T04_HISTORIC_BUILDINGS_ENSEMBLES; T09_MILITARY; T13_SYMBOLIC_MEMORIAL,2,3,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
912,https://whc.unesco.org/en/list/912,Dazu Rock Carvings,大足石刻,1999,Asia and the Pacific,China,C,T02_ROCK_ART,T07_RELIGIOUS,,2,0,0,low,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
913,https://whc.unesco.org/en/list/913,Shrines and Temples of Nikko,日光神殿和庙宇,1999,Asia and the Pacific,Japan,C,T04_HISTORIC_BUILDINGS_ENSEMBLES,T07_RELIGIOUS,T13_SYMBOLIC_MEMORIAL,2,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
915,https://whc.unesco.org/en/list/915,Fossil Hominid Sites of South Africa,斯泰克方丹、 斯瓦特科兰斯、 科罗姆德拉伊和维罗恩斯的化石遗址,1999,Africa,South Africa,C,,T01_ARCHAEOLOGICAL; T03_FOSSIL_HOMINID,,2,0,0,low,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
916,https://whc.unesco.org/en/list/916,Robben Island,罗布恩岛,1999,Africa,South Africa,C,,T13_SYMBOLIC_MEMORIAL,T04_HISTORIC_BUILDINGS_ENSEMBLES; T09_MILITARY; T14_MODERN,1,3,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
925,https://whc.unesco.org/en/list/925,Rock Shelters of Bhimbetka,温迪亚山脉的比莫贝卡特石窟,2003,Asia and the Pacific,India,C,,T02_ROCK_ART,T04_HISTORIC_BUILDINGS_ENSEMBLES; T05_SETTLEMENTS; T06_VERNACULAR; T10_CULTURAL_LANDSCAPES_PARKS_GARDENS,1,4,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
929,https://whc.unesco.org/en/list/929,San Cristóbal de La Laguna,拉古纳的圣克斯托瓦尔,1999,Europe and North America,Spain,C,,T04_HISTORIC_BUILDINGS_ENSEMBLES; T07_RELIGIOUS,T05_SETTLEMENTS,2,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
930,https://whc.unesco.org/en/list/930,Palmeral of Elche,埃尔切的帕梅拉尔,2000,Europe and North America,Spain,C,T08_AGRI_INDUSTRIAL_TECH,T05_SETTLEMENTS,T10_CULTURAL_LANDSCAPES_PARKS_GARDENS,2,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
931,https://whc.unesco.org/en/list/931,City of Graz – Historic Centre and Schloss Eggenberg,格拉茨城历史中心与埃根博格城堡,1999,Europe and North America,Austria,C,T04_HISTORIC_BUILDINGS_ENSEMBLES,T05_SETTLEMENTS,T10_CULTURAL_LANDSCAPES_PARKS_GARDENS,2,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
932,https://whc.unesco.org/en/list/932,Jurisdiction of Saint-Emilion,圣艾米伦区,1999,Europe and North America,France,C,T04_HISTORIC_BUILDINGS_ENSEMBLES; T07_RELIGIOUS; T10_CULTURAL_LANDSCAPES_PARKS_GARDENS,T11_CULTURAL_ROUTES,T05_SETTLEMENTS; T06_VERNACULAR; T13_SYMBOLIC_MEMORIAL,4,3,0,high,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
933,https://whc.unesco.org/en/list/933,The Loire Valley between Sully-sur-Loire and Chalonnes,卢瓦尔河畔叙利与沙洛纳间的卢瓦尔河谷,2000,Europe and North America,France,C,T04_HISTORIC_BUILDINGS_ENSEMBLES; T10_CULTURAL_LANDSCAPES_PARKS_GARDENS,,T05_SETTLEMENTS,2,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
936,https://whc.unesco.org/en/list/936,"Cueva de las Manos, Río Pinturas",洛斯马诺斯岩画（1999年）,1999,Latin America and the Caribbean,Argentina,C,,T02_ROCK_ART,,1,0,0,low,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
938,https://whc.unesco.org/en/list/938,Sukur Cultural Landscape,宿库卢文化景观,1999,Africa,Nigeria,C,T10_CULTURAL_LANDSCAPES_PARKS_GARDENS,T01_ARCHAEOLOGICAL; T05_SETTLEMENTS,T04_HISTORIC_BUILDINGS_ENSEMBLES; T06_VERNACULAR; T07_RELIGIOUS; T08_AGRI_INDUSTRIAL_TECH; T13_SYMBOLIC_MEMORIAL,3,5,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
939,https://whc.unesco.org/en/list/939,Archaeological Monuments Zone of Xochicalco,霍齐卡尔科的历史纪念区,1999,Latin America and the Caribbean,Mexico,C,,T01_ARCHAEOLOGICAL; T04_HISTORIC_BUILDINGS_ENSEMBLES; T07_RELIGIOUS; T09_MILITARY,,4,0,0,high,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
940,https://whc.unesco.org/en/list/940,Historic Inner City of Paramaribo,帕拉马里博的古内城,2002,Latin America and the Caribbean,Suriname,C,T05_SETTLEMENTS,T01_ARCHAEOLOGICAL; T04_HISTORIC_BUILDINGS_ENSEMBLES,,3,0,0,low,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
941,https://whc.unesco.org/en/list/941,Archaeological Sites of Mycenae and Tiryns,迈锡尼和提那雅恩斯的考古遗址,1999,Europe and North America,Greece,C,T01_ARCHAEOLOGICAL,,T05_SETTLEMENTS; T07_RELIGIOUS; T13_SYMBOLIC_MEMORIAL,1,3,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
942,https://whc.unesco.org/en/list/942,The Historic Centre (Chorá) with the Monastery of Saint-John the Theologian and the Cave of the Apocalypse on the Island of Pátmos,帕特莫斯岛的天启洞穴和圣约翰修道院,1999,Europe and North America,Greece,C,T04_HISTORIC_BUILDINGS_ENSEMBLES,T05_SETTLEMENTS; T07_RELIGIOUS,,3,0,0,low,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
943,https://whc.unesco.org/en/list/943,Belfries of Belgium and France,比利时和法国钟楼,1999,Europe and North America,"Belgium,France",C,T04_HISTORIC_BUILDINGS_ENSEMBLES,T07_RELIGIOUS,T05_SETTLEMENTS; T09_MILITARY; T10_CULTURAL_LANDSCAPES_PARKS_GARDENS; T13_SYMBOLIC_MEMORIAL,2,4,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
944,https://whc.unesco.org/en/list/944,Mountain Railways of India,,1999,Asia and the Pacific,India,C,,T04_HISTORIC_BUILDINGS_ENSEMBLES; T08_AGRI_INDUSTRIAL_TECH,T11_CULTURAL_ROUTES,2,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
945,https://whc.unesco.org/en/list/945,Chhatrapati Shivaji Terminus (formerly Victoria Terminus),贾特拉帕蒂•希瓦吉终点站（前维多利亚终点站）,2004,Asia and the Pacific,India,C,T04_HISTORIC_BUILDINGS_ENSEMBLES,T06_VERNACULAR,T05_SETTLEMENTS; T13_SYMBOLIC_MEMORIAL,2,2,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
948,https://whc.unesco.org/en/list/948,Hoi An Ancient Town,会安古镇,1999,Asia and the Pacific,Viet Nam,C,,T04_HISTORIC_BUILDINGS_ENSEMBLES,,1,0,0,low,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
949,https://whc.unesco.org/en/list/949,My Son Sanctuary,圣子修道院,1999,Asia and the Pacific,Viet Nam,C,T07_RELIGIOUS,T01_ARCHAEOLOGICAL; T04_HISTORIC_BUILDINGS_ENSEMBLES,T13_SYMBOLIC_MEMORIAL,3,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
950,https://whc.unesco.org/en/list/950,Royal Hill of Ambohimanga,安布希曼加的皇家蓝山行宫,2001,Africa,Madagascar,C,,T01_ARCHAEOLOGICAL; T04_HISTORIC_BUILDINGS_ENSEMBLES; T07_RELIGIOUS,T05_SETTLEMENTS; T10_CULTURAL_LANDSCAPES_PARKS_GARDENS; T12_BURIAL; T13_SYMBOLIC_MEMORIAL,3,4,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
954,https://whc.unesco.org/en/list/954,Saint Catherine Area,圣卡特琳娜地区,2002,Arab States,Egypt,C,T04_HISTORIC_BUILDINGS_ENSEMBLES,T01_ARCHAEOLOGICAL; T07_RELIGIOUS,T09_MILITARY; T10_CULTURAL_LANDSCAPES_PARKS_GARDENS; T13_SYMBOLIC_MEMORIAL,3,3,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
956,https://whc.unesco.org/en/list/956,Island of Saint-Louis,圣路易斯岛,2000,Africa,Senegal,C,,T04_HISTORIC_BUILDINGS_ENSEMBLES; T05_SETTLEMENTS,T13_SYMBOLIC_MEMORIAL,2,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
958,https://whc.unesco.org/en/list/958,Walled City of Baku with the Shirvanshah's Palace and Maiden Tower,城墙围绕的巴库城及其希尔凡王宫和少女塔,2000,Europe and North America,Azerbaijan,C,,T04_HISTORIC_BUILDINGS_ENSEMBLES; T05_SETTLEMENTS; T09_MILITARY,T01_ARCHAEOLOGICAL,3,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
959,https://whc.unesco.org/en/list/959,Historic Quarter of the Seaport City of Valparaíso,瓦尔帕莱索港口城市历史区,2003,Latin America and the Caribbean,Chile,C,,T05_SETTLEMENTS; T07_RELIGIOUS; T08_AGRI_INDUSTRIAL_TECH,T04_HISTORIC_BUILDINGS_ENSEMBLES,3,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
960,https://whc.unesco.org/en/list/960,Monastery of Geghard and the Upper Azat Valley,格加尔德修道院和上阿扎特山谷,2000,Europe and North America,Armenia,C,T04_HISTORIC_BUILDINGS_ENSEMBLES,T07_RELIGIOUS,T10_CULTURAL_LANDSCAPES_PARKS_GARDENS; T12_BURIAL,2,2,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
963,https://whc.unesco.org/en/list/963,The Cathedral of St James in Šibenik,西贝尼克的圣詹姆斯大教堂,2000,Europe and North America,Croatia,C,T04_HISTORIC_BUILDINGS_ENSEMBLES,T07_RELIGIOUS,,2,0,0,low,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
965,https://whc.unesco.org/en/list/965,Rietveld Schröderhuis (Rietveld Schröder House),里特维德-施罗德住宅,2000,Europe and North America,Netherlands (Kingdom of the),C,,T04_HISTORIC_BUILDINGS_ENSEMBLES; T14_MODERN,,2,0,0,low,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
968,https://whc.unesco.org/en/list/968,Agricultural Landscape of Southern Öland,南厄兰岛的农业风景区,2000,Europe and North America,Sweden,C,T10_CULTURAL_LANDSCAPES_PARKS_GARDENS,T01_ARCHAEOLOGICAL; T05_SETTLEMENTS; T08_AGRI_INDUSTRIAL_TECH,,4,0,0,high,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
970,https://whc.unesco.org/en/list/970,Wachau Cultural Landscape,瓦豪文化景观,2000,Europe and North America,Austria,C,T10_CULTURAL_LANDSCAPES_PARKS_GARDENS,T01_ARCHAEOLOGICAL; T04_HISTORIC_BUILDINGS_ENSEMBLES; T05_SETTLEMENTS; T06_VERNACULAR; T08_AGRI_INDUSTRIAL_TECH,T09_MILITARY,6,1,0,high,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
971,https://whc.unesco.org/en/list/971,Churches of Chiloé,奇洛埃教堂,2000,Latin America and the Caribbean,Chile,C,T07_RELIGIOUS,T04_HISTORIC_BUILDINGS_ENSEMBLES; T06_VERNACULAR,T10_CULTURAL_LANDSCAPES_PARKS_GARDENS; T13_SYMBOLIC_MEMORIAL,3,2,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
972,https://whc.unesco.org/en/list/972,Gusuku Sites and Related Properties of the Kingdom of Ryukyu,琉球王国时期的遗迹,2000,Asia and the Pacific,Japan,C,,T01_ARCHAEOLOGICAL; T04_HISTORIC_BUILDINGS_ENSEMBLES; T07_RELIGIOUS,T09_MILITARY; T13_SYMBOLIC_MEMORIAL; T14_MODERN,3,3,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
