property_id,property_name_en,criteria_txt,source_text,source_region,target_region,exchange_type,confidence,review_status,notes
1136,Luis Barragán House and Studio,(i)(ii),"Built in 1948, the House and Studio of architect Luis Barragán in the suburbs of Mexico City represents an outstanding example of the architect’s creative work in the post-Second World War period. The concrete building, totalling 1,161 m2, consists of a ground floor and two upper storeys, as well as a small private garden. Barragán’s work integrated modern a",Latin America and the Caribbean,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
1137,Kernavė Archaeological Site (Cultural Reserve of Kernavė),(iii)(iv),"The Kernavė Archaeological site, about 35 km north-west of Vilnius in eastern Lithuania, represents an exceptional testimony to some 10 millennia of human settlements in this region. Situated in the valley of the River Neris, the site is a complex ensemble of archaeological properties, encompassing the town of Kernavė, forts, some unfortified settlements, bu",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
1139,Tomb of Askia,(ii)(iii)(iv),"The dramatic 17-m pyramidal structure of the Tomb of Askia was built by Askia Mohamed, the Emperor of Songhai, in 1495 in his capital Gao. It bears testimony to the power and riches of the empire that flourished in the 15th and 16th centuries through its control of the trans-Saharan trade, notably in salt and gold. It is also a fine example of the monumental",Africa,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
1145,Petroglyphs of the Archaeological Landscape of Tanbaly,(iii),"Set around the lush Tanbaly Gorge, amidst the vast, arid Chu-Ili mountains, is a remarkable concentration of some 5,000 petroglyphs (rock carvings) dating from the second half of the second millennium BC to the beginning of the 20th century. Distributed among 48 complexes with associated settlements and burial grounds, they are testimonies to the husbandry, ",Asia and the Pacific,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
1152,Þingvellir National Park,(iii)(vi),"Þingvellir (Thingvellir) is the National Park where the Althing, an open-air assembly representing the whole of Iceland, was established in 930 and continued to meet until 1798. Over two weeks a year, the assembly set laws - seen as a covenant between free men - and settled disputes. The Althing has deep historical and symbolic associations for the people of",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
1158,Etruscan Necropolises of Cerveteri and Tarquinia,(i)(iii)(iv),"These two large Etruscan cemeteries reflect different types of burial practices from the 9th to the 1st century BC, and bear witness to the achievements of Etruscan culture. Which over nine centuries developed the earliest urban civilization in the northern Mediterranean. Some of the tombs are monumental, cut in rock and topped by impressive tumuli (burial m",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
121,Kathmandu Valley,(iii)(iv)(vi),"The cultural heritage of the Kathmandu Valley is illustrated by seven groups of monuments and buildings which display the full range of historic and artistic achievements for which the Kathmandu Valley is world famous. The seven include the Durbar Squares of Hanuman Dhoka (Kathmandu), Patan and Bhaktapur, the Buddhist stupas of Swayambhu and Bauddhanath and ",Asia and the Pacific,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
1053,Wooden Churches of Southern Małopolska,(iii)(iv),"The wooden churches of southern Little Poland represent outstanding examples of the different aspects of medieval church-building traditions in Roman Catholic culture. Built using the horizontal log technique, common in eastern and northern Europe since the Middle Ages, these churches were sponsored by noble families and became status symbols. They offered a",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
310,Cave of Altamira and Paleolithic Cave Art of Northern Spain,(i)(iii),"Seventeen decorated caves of the Paleolithic age were inscribed as an extension to the Altamira Cave, inscribed in 1985. The property will now appear on the List as Cave of Altamira and Paleolithic Cave Art of Northern Spain. The property represents the apogee of Paleolithic cave art that developed across Europe, from the Urals to the Iberian Peninusula, fro",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
430,Frontiers of the Roman Empire,(ii)(iii)(iv),"The ‘Roman Limes’ represents the border line of the Roman Empire at its greatest extent in the 2nd century AD. It stretched over 5,000 km from the Atlantic coast of northern Britain, through Europe to the Black Sea, and from there to the Red Sea and across North Africa to the Atlantic coast. The remains of the Limes today consist of vestiges of built walls, ",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
944,Mountain Railways of India,(ii)(iv),"This site includes three railways. The Darjeeling Himalayan Railway was the first, and is still the most outstanding, example of a hill passenger railway. Opened in 1881, its design applies bold and ingenious engineering solutions to the problem of establishing an effective rail link across a mountainous terrain of great beauty. The construction of the Nilgi",Asia and the Pacific,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
395,"Piazza del Duomo, Pisa",(i)(ii)(iv)(vi),"Standing in a large green expanse, Piazza del Duomo houses a group of monuments known the world over. These four masterpieces of medieval architecture – the cathedral, the baptistry, the campanile (the 'Leaning Tower') and the cemetery – had a great influence on monumental art in Italy from the 11th to the 14th century.",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
323,Royal Palaces of Abomey,(iii)(iv),"From 1625 to 1900, 12 kings succeeded one another at the head of the powerful Kingdom of Abomey. With the exception of King Akaba, who had his own separate enclosure, they all had their palaces built within the same cob-wall area, in keeping with previous palaces as regards the use of space and materials. The royal palaces of Abomey are a unique reminder of ",Africa,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
956,Island of Saint-Louis,(ii)(iv),"Founded as a French colonial settlement in the 17th century, Saint-Louis was urbanised in the mid-19th century. It was the capital of Senegal from 1872 to 1957 and played an important cultural and economic role in the whole of West Africa. The location of the town on an island at the mouth of the Senegal River, its regular town plan, the system of quays, and",Africa,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
348,Old Town of Ávila with its Extra-Muros Churches,(iii)(iv),"Founded in the 11th century to protect the Spanish territories from the Moors, this 'City of Saints and Stones', the birthplace of St Teresa and the burial place of the Grand Inquisitor Torquemada, has kept its medieval austerity. This purity of form can still be seen in the Gothic cathedral and the fortifications which, with their 82 semicircular towers and",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
570,Butrint,(iii),"Inhabited since prehistoric times, Butrint has been the site of a Greek colony, a Roman city and a bishopric. Following a period of prosperity under Byzantine administration, then a brief occupation by the Venetians, the city was abandoned in the late Middle Ages after marshes formed in the area. The present archaeological site is a repository of ruins repre",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
1208,Bam and its Cultural Landscape,(ii)(iii)(iv)(v),"Bam is situated in a desert environment on the southern edge of the Iranian high plateau. The origins of Bam can be traced back to the Achaemenid period (6th to 4th centuries BC). Its heyday was from the 7th to 11th centuries, being at the crossroads of important trade routes and known for the production of silk and cotton garments. The existence of life in ",Asia and the Pacific,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
344,Pont du Gard (Roman Aqueduct),(i)(iii)(iv),"The Pont du Gard was built shortly before the Christian era to allow the aqueduct of Nîmes (which is almost 50 km long) to cross the Gard river. The Roman architects and hydraulic engineers who designed this bridge, which stands almost 50 m high and is on three levels – the longest measuring 275 m – created a technical as well as an artistic masterpiece.",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
163,"Roman Theatre and its Surroundings and the ""Triumphal Arch"" of Orange",(iii)(vi),"Situated in the Rhone valley, the ancient theatre of Orange, with its 103-m-long facade, is one of the best preserved of all the great Roman theatres. Built between A.D. 10 and 25, the Roman arch is one of the most beautiful and interesting surviving examples of a provincial triumphal arch from the reign of Augustus. It is decorated with low reliefs commemor",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
83,Palace and Park of Versailles,(i)(ii)(vi),"The Palace of Versailles was the principal residence of the French kings from the time of Louis XIV to Louis XVI. Embellished by several generations of architects, sculptors, decorators and landscape architects, it provided Europe with a model of the ideal royal residence for over a century.",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
623,"Mines of Rammelsberg, Historic Town of Goslar and Upper Harz Water Management System",(i)(ii)(iii)(iv),"The Upper Harz mining water management system, which lies south of the Rammelsberg mines and the town of Goslar, has been developed over a period of some 800 years to assist in the process of extracting ore for the production of non-ferrous metals. Its construction was first undertaken in the Middle Ages by Cistercian monks, and it was then developed on a va",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
836,Archaeological Site of Volubilis,(ii)(iii)(iv)(vi),"The Mauritanian capital, founded in the 3rd century B.C., became an important outpost of the Roman Empire and was graced with many fine buildings. Extensive remains of these survive in the archaeological site, located in a fertile agricultural area. Volubilis was later briefly to become the capital of Idris I, founder of the Idrisid dynasty, who is buried at",Arab States,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
822,Historic Centre (Old Town) of Tallinn,(ii)(iv),"The origins of Tallinn date back to the 13th century, when a castle was built there by the crusading knights of the Teutonic Order. It developed as a major centre of the Hanseatic League, and its wealth is demonstrated by the opulence of the public buildings (the churches in particular) and the domestic architecture of the merchants' houses, which have survi",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
187,St Mary's Cathedral and St Michael's Church at Hildesheim,(i)(ii)(iii),"St Michael's Church was built between 1010 and 1020 on a symmetrical plan with two apses that was characteristic of Ottonian Romanesque art in Old Saxony. Its interior, in particular the wooden ceiling and painted stucco-work, its famous bronze doors and the Bernward bronze column, are – together with the treasures of St Mary's Cathedral – of exceptional int",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
292,Cologne Cathedral,(i)(ii)(iv),"Begun in 1248, the construction of this Gothic masterpiece took place in several stages and was not completed until 1880. Over seven centuries, successive builders were inspired by the same faith and a spirit of absolute fidelity to the original plans. Apart from its exceptional intrinsic value and the artistic masterpieces it contains, Cologne Cathedral tes",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
263,Monastery of the Hieronymites and Tower of Belém in Lisbon,(iii)(vi),"Standing at the entrance to Lisbon harbour, the Monastery of the Hieronymites – construction of which began in 1502 – exemplifies Portuguese art at its best. The nearby Tower of Belém, built to commemorate Vasco da Gama's expedition, is a reminder of the great maritime discoveries that laid the foundations of the modern world.",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
804,"Palau de la Música Catalana and Hospital de Sant Pau, Barcelona",(i)(ii)(iv),"These are two of the finest contributions to Barcelona's architecture by the Catalan art nouveau architect Lluís Domènech i Montaner. The Palau de la Música Catalana is an exuberant steel-framed structure full of light and space, and decorated by many of the leading designers of the day. The Hospital de Sant Pau is equally bold in its design and decoration, ",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
865,L'viv – the Ensemble of the Historic Centre,(ii)(v),"The city of L''viv, founded in the late Middle Ages, was a flourishing administrative, religious and commercial centre for several centuries. The medieval urban topography has been preserved virtually intact (in particular, there is evidence of the different ethnic communities who lived there), along with many fine Baroque and later buildings.",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
373,"Stonehenge, Avebury and Associated Sites",(i)(ii)(iii),"Stonehenge and Avebury, in Wiltshire, are among the most famous groups of megaliths in the world. The two sanctuaries consist of circles of menhirs arranged in a pattern whose astronomical significance is still being explored. These holy places and the nearby Neolithic sites are an incomparable testimony to prehistoric times.",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
370,Durham Castle and Cathedral,(ii)(iv)(vi),Durham Cathedral was built in the late 11th and early 12th centuries to house the relics of St Cuthbert (evangelizer of Northumbria) and the Venerable Bede. It attests to the importance of the early Benedictine monastic community and is the largest and finest example of Norman architecture in England. The innovative audacity of its vaulting foreshadowed Goth,Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
426,Palace of Westminster and Westminster Abbey including Saint Margaret’s Church,(i)(ii)(iv),"Westminster Palace, rebuilt from the year 1840 on the site of important medieval remains, is a fine example of neo-Gothic architecture. The site – which also comprises the small medieval Church of Saint Margaret, built in Perpendicular Gothic style, and Westminster Abbey, where all the sovereigns since the 11th century have been crowned – is of great histori",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
203,"From the Great Saltworks of Salins-les-Bains to the Royal Saltworks of Arc-et-Senans, the Production of Open-pan Salt",(i)(ii)(iv),"The Royal Saltworks of Arc-et-Senans, near Besançon, was built by Claude Nicolas Ledoux. Its construction, begun in 1775 during the reign of Louis XVI, was the first major achievement of industrial architecture, reflecting the ideal of progress of the Enlightenment. The vast, semicircular complex was designed to permit a rational and hierarchical organizatio",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
39,Ngorongoro Conservation Area,(iv)(vii)(viii)(ix)(x),"The Ngorongoro Conservation Area spans vast expanses of highland plains, savanna, savanna woodlands and forests. Established in 1959 as a multiple land use area, with wildlife coexisting with semi-nomadic Maasai pastoralists practicing traditional livestock grazing, it includes the spectacular Ngorongoro Crater, the world’s largest caldera. The property has ",Africa,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
866,Prehistoric Rock Art Sites in the Côa Valley and Siega Verde,(i)(iii),"The two Prehistoric Rock Art Sites in the Côa Valley (Portugal) and Siega Verde (Spain) are located on the banks of the rivers Agueda and Côa, tributaries of the river Douro, documenting continuous human occupation from the end of the Paleolithic Age. Hundreds of panels with thousands of animal figures (5,000 in Foz Côa and around 440 in Siega Verde) were ca",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
55,Røros Mining Town and the Circumference,(iii)(iv)(v),"Røros Mining Town and the Circumference is linked to the copper mines, established in the 17th century and exploited for 333 years until 1977. The site comprises the Town and its industrial-rural cultural landscapes; Femundshytta, a smelter with its associated area; and the Winter Transport Route. Completely rebuilt after its destruction by Swedish troops in",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
81,Chartres Cathedral,(i)(ii)(iv),"Partly built starting in 1145, and then reconstructed over a 26-year period after the fire of 1194, Chartres Cathedral marks the high point of French Gothic art. The vast nave, in pure ogival style, the porches adorned with fine sculptures from the middle of the 12th century, and the magnificent 12th- and 13th-century stained-glass windows, all in remarkable",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
931,City of Graz – Historic Centre and Schloss Eggenberg,(ii)(iv),The City of Graz – Historic Centre and Schloss Eggenberg bear witness to an exemplary model of the living heritage of a central European urban complex influenced by the secular presence of the Habsburgs and the cultural and artistic role played by the main aristocratic families. They are a harmonious blend of the architectural styles and artistic movements t,Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
1131,Royal Exhibition Building and Carlton Gardens,(ii),"The Royal Exhibition Building and its surrounding Carlton Gardens were designed for the great international exhibitions of 1880 and 1888 in Melbourne. The building and grounds were designed by Joseph Reed. The building is constructed of brick and timber, steel and slate. It combines elements from the Byzantine, Romanesque, Lombardic and Italian Renaissance s",Asia and the Pacific,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
823,Residences of the Royal House of Savoy,(i)(ii)(iv)(v),"When Emmanuel-Philibert, Duke of Savoy, moved his capital to Turin in 1562, he began a vast series of building projects (continued by his successors) to demonstrate the power of the ruling house. This outstanding complex of buildings, designed and embellished by the leading architects and artists of the time, radiates out into the surrounding countryside fro",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
499,Kairouan,(i)(ii)(iii)(v)(vi),"Founded in 670, Kairouan flourished under the Aghlabid dynasty in the 9th century. Despite the transfer of the political capital to Tunis in the 12th century, Kairouan remained the Maghreb's principal holy city. Its rich architectural heritage includes the Great Mosque, with its marble and porphyry columns, and the 9th-century Mosque of the Three Gates.",Arab States,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
498,Medina of Sousse,(iii)(iv)(v),"Sousse was an important commercial and military port during the Aghlabid period (800–909) and is a typical example of a town dating from the first centuries of Islam. With its kasbah, ramparts, medina (with the Great Mosque), Bu Ftata Mosque and typical ribat (both a fort and a religious building), Sousse was part of a coastal defence system.",Arab States,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
36,Medina of Tunis,(ii)(iii)(v),"Under the Almohads and the Hafsids, from the 12th to the 16th century, Tunis was considered one of the greatest and wealthiest cities in the Islamic world. Some 700 monuments, including palaces, mosques, mausoleums, madrasas and fountains, testify to this remarkable past.",Arab States,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
383,"Cathedral, Alcázar and Archivo de Indias in Seville",(i)(ii)(iii)(vi),Together these three buildings form a remarkable monumental complex in the heart of Seville. The cathedral and the Alcázar – dating from the Reconquest of 1248 to the 16th century and imbued with Moorish influences – are an exceptional testimony to the civilization of the Almohads as well as that of Christian Andalusia. The Giralda minaret is the masterpiece,Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
20,Ancient City of Damascus,(i)(ii)(iii)(iv)(vi),"Founded in the 3rd millennium B.C., Damascus is one of the oldest cities in the Middle East. In the Middle Ages, it was the centre of a flourishing craft industry, specializing in swords and lace. The city has some 125 monuments from different periods of its history – one of the most spectacular is the 8th-century Great Mosque of the Umayyads, built on the s",Arab States,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
271,Pilgrimage Church of Wies,(i)(iii),"Miraculously preserved in the beautiful setting of an Alpine valley, the Church of Wies (1745–54), the work of architect Dominikus Zimmermann, is a masterpiece of Bavarian Rococo – exuberant, colourful and joyful.",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
515,Abbey and Altenmünster of Lorsch,(iii)(iv),"The abbey, together with its monumental entrance, the famous 'Torhall', are rare architectural vestiges of the Carolingian era. The sculptures and paintings from this period are still in remarkably good condition.",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
726,Historic Centre of Naples,(ii)(iv),"From the Neapolis founded by Greek settlers in 470 B.C. to the city of today, Naples has retained the imprint of the successive cultures that emerged in Europe and the Mediterranean basin. This makes it a unique site, with a wealth of outstanding monuments such as the Church of Santa Chiara and the Castel Nuovo.",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
147,Kakadu National Park,(i)(vi)(vii)(ix)(x),"This unique archaeological and ethnological reserve, located in the Northern Territory, has been inhabited continuously for more than 40,000 years. The cave paintings, rock carvings and archaeological sites record the skills and way of life of the region’s inhabitants, from the hunter-gatherers of prehistoric times to the Aboriginal people still living there",Asia and the Pacific,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
848,Choirokoitia,(ii)(iii)(iv),"The Neolithic settlement of Choirokoitia, occupied from the 7th to the 4th millennium B.C., is one of the most important prehistoric sites in the eastern Mediterranean. Its remains and the finds from the excavations there have thrown much light on the evolution of human society in this key region. Since only part of the site has been excavated, it forms an e",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
616,Historic Centre of Prague,(ii)(iv)(vi),"Built between the 11th and 18th centuries, the Old Town, the Lesser Town and the New Town speak of the great architectural and cultural influence enjoyed by this city since the Middle Ages. The many magnificent monuments, such as Hradcany Castle, St Vitus Cathedral, Charles Bridge and numerous churches and palaces, built mostly in the 14th century under the ",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
541,Vilnius Historic Centre,(ii)(iv),"Political centre of the Grand Duchy of Lithuania from the 13th to the end of the 18th century, Vilnius has had a profound influence on the cultural and architectural development of much of eastern Europe. Despite invasions and partial destruction, it has preserved an impressive complex of Gothic, Renaissance, Baroque and classical buildings as well as its me",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
241,Group of Monuments at Hampi,(i)(iii)(iv),"The austere, grandiose site of Hampi was the last capital of the last great Hindu Kingdom of Vijayanagar. Its fabulously rich princes built Dravidian temples and palaces which won the admiration of travellers between the 14th and 16th centuries. Conquered by the Deccan Muslim confederacy in 1565, the city was pillaged over a period of six months before being",Asia and the Pacific,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
547,Mount Huangshan,(ii)(vii)(x),"Huangshan, known as 'the loveliest mountain of China', was acclaimed through art and literature during a good part of Chinese history (e.g. the Shanshui 'mountain and water' style of the mid-16th century). Today it holds the same fascination for visitors, poets, painters and photographers who come on pilgrimage to the site, which is renowned for its magnific",Asia and the Pacific,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
811,Old Town of Lijiang,(ii)(iv)(v),"The Old Town of Lijiang, which is perfectly adapted to the uneven topography of this key commercial and strategic site, has retained a historic townscape of high quality and authenticity. Its architecture is noteworthy for the blending of elements from several cultures that have come together over many centuries. Lijiang also possesses an ancient water-suppl",Asia and the Pacific,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
181,Tasmanian Wilderness,(iii)(iv)(vi)(vii)(viii)(ix)(x),"In a region that has been subjected to severe glaciation, these parks and reserves, with their steep gorges, covering an area of over 1 million ha, constitute one of the last expanses of temperate rainforest in the world. Remains found in limestone caves attest to the human occupation of the area for more than 20,000 years.",Asia and the Pacific,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
162,Amiens Cathedral,(i)(ii),"Amiens Cathedral, in the heart of Picardy, is one of the largest 'classic' Gothic churches of the 13th century. It is notable for the coherence of its plan, the beauty of its three-tier interior elevation and the particularly fine display of sculptures on the principal facade and in the south transept.",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
3,Aachen Cathedral,(i)(ii)(iv)(vi),"Construction of this palatine chapel, with its octagonal basilica and cupola, began c. 790–800 under the Emperor Charlemagne. Originally inspired by the churches of the Eastern part of the Holy Roman Empire, it was splendidly enlarged in the Middle Ages.",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
479,Town of Luang Prabang,(ii)(iv)(v),"Luang Prabang is an outstanding example of the fusion of traditional architecture and Lao urban structures with those built by the European colonial authorities in the 19th and 20th centuries. Its unique, remarkably well-preserved townscape illustrates a key stage in the blending of these two distinct cultural traditions.",Asia and the Pacific,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
677,Baroque Churches of the Philippines,(ii)(iv),"These four churches, the first of which was built by the Spanish in the late 16th century, are located in Manila, Santa Maria, Paoay and Miag-ao. Their unique architectural style is a reinterpretation of European Baroque by Chinese and Philippine craftsmen.",Asia and the Pacific,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
540,Historic Centre of Saint Petersburg and Related Groups of Monuments,(i)(ii)(iv)(vi),"The 'Venice of the North', with its numerous canals and more than 400 bridges, is the result of a vast urban project begun in 1703 under Peter the Great. Later known as Leningrad (in the former USSR), the city is closely associated with the October Revolution. Its architectural heritage reconciles the very different Baroque and pure neoclassical styles, as c",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
1061,"Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche",(i)(ii)(iii)(iv)(ix)(x),"The site is located in the central/southern portion of the Yucatán Peninsula, in southern Mexico and includes the remains of the important Maya city Calakmul, set deep in the tropical forest of the Tierras Bajas. The city played a key role in the history of this region for more than twelve centuries and is characterized by well-preserved structures providing",Latin America and the Caribbean,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
669,Routes of Santiago de Compostela: Camino Francés and Routes of Northern Spain,(ii)(iv)(vi),"A network of four Christian pilgrimage routes in northern Spain, the site is an extension of the Route of Santiago de Compostela, a serial site inscribed on the World Heritage List in 1993. The extension represents a network of almost 1,500 km: coastal, interior of the Basque Country–La Rioja, Liébana and primitive routes. It includes a built heritage of his",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
1099,Mapungubwe Cultural Landscape,(ii)(iii)(iv)(v),"Mapungubwe is set hard against the northern border of South Africa, joining Zimbabwe and Botswana. It is an open, expansive savannah landscape at the confluence of the Limpopo and Shashe rivers. Mapungubwe developed into the largest kingdom in the sub-continent before it was abandoned in the 14th century. What survives are the almost untouched remains of the",Africa,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
30,Historic Centre of Warsaw,(ii)(vi),"During the Warsaw Uprising in August 1944, more than 85% of Warsaw's historic centre was destroyed by Nazi troops. After the war, a five-year reconstruction campaign by its citizens resulted in today's meticulous restoration of the Old Town, with its churches, palaces and market-place. It is an outstanding example of a near-total reconstruction of a span of ",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
316,Burgos Cathedral,(ii)(iv)(vi),"Our Lady of Burgos was begun in the 13th century at the same time as the great cathedrals of the Ile-de-France and was completed in the 15th and 16th centuries. The entire history of Gothic art is summed up in its superb architecture and its unique collection of works of art, including paintings, choir stalls, reredos, tombs and stained-glass windows.",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
125,Natural and Culturo-Historical Region of Kotor,(i)(ii)(iii)(iv),"In the Middle Ages, this natural harbour on the Adriatic coast in Montenegro was an important artistic and commercial centre with its own famous schools of masonry and iconography. A large number of the monuments (including four Romanesque churches and the town walls) were seriously damaged by the 1979 earthquake but the town has been restored, largely with ",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
311,Old Town of Segovia and its Aqueduct,(i)(iii)(iv),"The Roman aqueduct of Segovia, probably built c. A.D. 50, is remarkably well preserved. This impressive construction, with its two tiers of arches, forms part of the setting of the magnificent historic city of Segovia. Other important monuments include the Alcázar, begun around the 11th century, and the 16th-century Gothic cathedral.",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
514,Heart of Neolithic Orkney,(i)(ii)(iii)(iv),"The group of Neolithic monuments on Orkney consists of a large chambered tomb (Maes Howe), two ceremonial stone circles (the Stones of Stenness and the Ring of Brodgar) and a settlement (Skara Brae), together with a number of unexcavated burial, ceremonial and settlement sites. The group constitutes a major prehistoric cultural landscape which gives a graphi",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
495,"Strasbourg, Grande-Île and Neustadt",(ii)(iv),"The initial property, inscribed in 1988 on the World Heritage List, was formed by the Grande-Île, the historic centre of Strasbourg, structured around the cathedral. The extension concerns the Neustadt , new town, designed and built under the German administration (1871-1918). The Neustadt draws the inspiration for its urban layout partially from the Haussma",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
729,"Bauhaus and its Sites in Weimar, Dessau and Bernau",(ii)(iv)(vi),"Between 1919 and 1933 the Bauhaus movement revolutionized architectural and aesthetic thinking and practice in the 20th century. The Bauhaus buildings in Weimar, Dessau and Bernau are fundamental representatives of Classical Modernism, directed towards a radical renewal of architecture and design. This property, which was inscribed on the World Heritage List",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
232,"Humayun's Tomb, Delhi",(ii)(iv),"This tomb, built in 1570, is of particular cultural significance as it was the first garden-tomb on the Indian subcontinent. It inspired several major architectural innovations, culminating in the construction of the Taj Mahal.",Asia and the Pacific,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
